EmployeeID,PredictedProbability,RiskLevel,Driver_1,SHAP_1,FeatureValue_1,Impact_1,Driver_2,SHAP_2,FeatureValue_2,Impact_2,Driver_3,SHAP_3,FeatureValue_3,Impact_3,Department,JobRole,Gender,Age,BusinessTravel,EducationField,MaritalStatus,MonthlyIncome,YearsAtCompany,OverTime,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,EngagementScore,WellbeingScore,CareerGrowthScore,LoyaltyScore,AttritionRiskScore,RecommendationCategory,AIRecommendation,RetentionPriorityScore
651,0.1414,Low,OvertimeRisk,1.7055,0,Increases Attrition Risk,FrequentTraveler,0.837,1.0,Increases Attrition Risk,NumCompaniesWorked,0.6439,4.0,Increases Attrition Risk,Research & Development,Healthcare Representative,Female,43,Travel_Frequently,Life Sciences,Married,5562,5,No,4,4,2,3.0,1.333333333,0.42,0.38,0.133,Retention,Understand employee expectations and strengthen long-term retention strategies.,14.0
1466,0.1366,Low,OvertimeRisk,1.8359,0,Increases Attrition Risk,FrequentTraveler,0.7144,1.0,Increases Attrition Risk,NumCompaniesWorked,0.6241,4.0,Increases Attrition Risk,Research & Development,Laboratory Technician,Male,36,Travel_Frequently,Medical,Married,2571,5,No,4,3,3,3.333333333,1.333333333,0.56,0.28,0.267,Retention,Understand employee expectations and strengthen long-term retention strategies.,14.0
1295,0.1414,Low,OvertimeRisk,1.9137,0,Increases Attrition Risk,StockOptionLevel,1.1623,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6827,3.0,Increases Attrition Risk,Research & Development,Healthcare Representative,Male,41,Travel_Rarely,Life Sciences,Single,6870,3,No,2,2,1,1.666666667,0.333333333,0.418,0.25,0.333,Retention,Understand employee expectations and strengthen long-term retention strategies.,14.0
669,0.1443,Low,OvertimeRisk,1.9264,0,Increases Attrition Risk,FrequentTraveler,0.9908,0.0,Increases Attrition Risk,DailyRate,-0.492,995.0,Reduces Attrition Risk,Research & Development,Research Scientist,Female,28,Travel_Rarely,Medical,Divorced,2377,2,No,3,3,3,2.333333333,1.333333333,0.456,0.29,0.133,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",14.0
1374,0.1389,Low,OvertimeRisk,1.7812,1,Increases Attrition Risk,FrequentTraveler,0.6912,1.0,Increases Attrition Risk,NumCompaniesWorked,0.531,1.0,Increases Attrition Risk,Research & Development,Research Scientist,Female,38,Travel_Frequently,Medical,Divorced,2133,20,Yes,2,4,3,2.333333333,1.666666667,0.536,0.95,0.4,Retention,Understand employee expectations and strengthen long-term retention strategies.,14.0
280,0.1358,Low,OvertimeRisk,2.061,0,Increases Attrition Risk,FrequentTraveler,0.877,0.0,Increases Attrition Risk,NumCompaniesWorked,0.7545,3.0,Increases Attrition Risk,Research & Development,Research Director,Male,50,Travel_Rarely,Life Sciences,Divorced,19144,10,No,2,1,2,1.0,0.333333333,0.716,0.34,0.267,Retention,Understand employee expectations and strengthen long-term retention strategies.,14.0
826,0.1379,Low,OvertimeRisk,2.0463,1,Increases Attrition Risk,NumCompaniesWorked,0.7845,1.0,Increases Attrition Risk,JobInvolvement,-0.5487,2.0,Reduces Attrition Risk,Research & Development,Manufacturing Director,Male,29,Travel_Rarely,Medical,Married,5056,10,Yes,4,2,2,2.333333333,0.666666667,0.49,0.91,0.333,Retention,Understand employee expectations and strengthen long-term retention strategies.,14.0
39,0.1432,Low,OvertimeRisk,1.8866,1,Increases Attrition Risk,DailyRate,-0.6804,852.0,Reduces Attrition Risk,MaritalStatus_Single,-0.5736,0.0,Reduces Attrition Risk,Research & Development,Research Scientist,Female,36,Travel_Rarely,Life Sciences,Married,3419,1,Yes,1,2,4,1.666666667,1.333333333,0.405,0.14,0.4,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",14.0
499,0.1422,Low,OvertimeRisk,1.6554,0,Increases Attrition Risk,StockOptionLevel,1.1659,0.0,Increases Attrition Risk,MaritalStatus_Single,-0.5758,0.0,Reduces Attrition Risk,Research & Development,Research Scientist,Male,22,Travel_Rarely,Medical,Married,2773,2,No,3,1,3,2.333333333,0.666666667,0.503,0.5,0.133,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",14.0
42,0.1353,Low,OvertimeRisk,1.9303,0,Increases Attrition Risk,DailyRate,-0.678,1240.0,Reduces Attrition Risk,NumCompaniesWorked,0.5629,1.0,Increases Attrition Risk,Research & Development,Laboratory Technician,Female,27,Travel_Rarely,Life Sciences,Divorced,2341,1,No,1,4,3,2.666666667,1.666666667,0.381,0.5,0.267,Retention,Understand employee expectations and strengthen long-term retention strategies.,14.0
1398,0.1414,Low,OvertimeRisk,1.9423,0,Increases Attrition Risk,FrequentTraveler,0.9262,0.0,Increases Attrition Risk,NumCompaniesWorked,0.5477,3.0,Increases Attrition Risk,Research & Development,Research Scientist,Female,54,Travel_Rarely,Life Sciences,Married,2897,4,No,3,1,2,2.0,0.333333333,0.372,0.4,0.2,Retention,Understand employee expectations and strengthen long-term retention strategies.,14.0
41,0.1387,Low,OvertimeRisk,1.974,0,Increases Attrition Risk,NumCompaniesWorked,0.716,1.0,Increases Attrition Risk,DailyRate,-0.5909,464.0,Reduces Attrition Risk,Research & Development,Laboratory Technician,Male,35,Travel_Rarely,Other,Divorced,1951,1,No,4,3,3,3.0,1.333333333,0.357,0.5,0.067,Retention,Understand employee expectations and strengthen long-term retention strategies.,14.0
692,0.1402,Low,OvertimeRisk,1.7398,1,Increases Attrition Risk,NumCompaniesWorked,0.7611,8.0,Increases Attrition Risk,DailyRate,-0.5741,1469.0,Reduces Attrition Risk,Research & Development,Research Scientist,Male,40,Travel_Frequently,Medical,Divorced,3617,1,Yes,2,4,3,3.0,1.666666667,0.405,0.25,0.4,Retention,Understand employee expectations and strengthen long-term retention strategies.,14.0
185,0.1393,Low,OvertimeRisk,1.7982,0,Increases Attrition Risk,FrequentTraveler,0.7248,0.0,Increases Attrition Risk,NumCompaniesWorked,0.5595,1.0,Increases Attrition Risk,Research & Development,Manufacturing Director,Female,53,Travel_Rarely,Medical,Divorced,4450,4,No,1,4,3,2.666666667,1.666666667,0.394,0.67,0.267,Retention,Understand employee expectations and strengthen long-term retention strategies.,14.0
234,0.1389,Low,OvertimeRisk,1.8421,0,Increases Attrition Risk,FrequentTraveler,0.7647,0.0,Increases Attrition Risk,DailyRate,-0.4574,854.0,Reduces Attrition Risk,Sales,Manager,Female,50,Travel_Rarely,Medical,Divorced,19517,7,No,4,4,2,3.333333333,1.333333333,0.667,0.21,0.133,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",14.0
435,0.1395,Low,OvertimeRisk,1.961,0,Increases Attrition Risk,NumCompaniesWorked,0.8242,1.0,Increases Attrition Risk,FrequentTraveler,0.6532,0.0,Increases Attrition Risk,Research & Development,Manufacturing Director,Male,31,Travel_Rarely,Life Sciences,Divorced,10648,13,No,2,3,4,2.666666667,1.666666667,0.833,0.93,0.133,Retention,Understand employee expectations and strengthen long-term retention strategies.,14.0
1089,0.1355,Low,OvertimeRisk,1.8122,0,Increases Attrition Risk,NumCompaniesWorked,0.6654,4.0,Increases Attrition Risk,TotalWorkingYears,-0.5287,4.0,Reduces Attrition Risk,Research & Development,Laboratory Technician,Male,42,Travel_Rarely,Medical,Married,4841,1,No,2,3,3,1.666666667,1.333333333,0.405,0.2,0.2,Retention,Understand employee expectations and strengthen long-term retention strategies.,14.0
757,0.1359,Low,OvertimeRisk,2.2572,0,Increases Attrition Risk,StockOptionLevel,1.2302,0.0,Increases Attrition Risk,JobSatisfaction,-0.491,3.0,Reduces Attrition Risk,Research & Development,Laboratory Technician,Female,32,Non-Travel,Medical,Single,4025,8,No,3,4,3,2.666666667,1.666666667,0.202,0.73,0.533,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",14.0
1401,0.1408,Low,OvertimeRisk,1.7855,1,Increases Attrition Risk,FrequentTraveler,0.7283,1.0,Increases Attrition Risk,DailyRate,-0.5458,1444.0,Reduces Attrition Risk,Human Resources,Human Resources,Male,38,Travel_Frequently,Other,Married,2991,6,Yes,2,4,3,2.333333333,1.666666667,0.311,0.75,0.4,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",14.0
14,0.1381,Low,OvertimeRisk,1.8539,0,Increases Attrition Risk,FrequentTraveler,0.6666,0.0,Increases Attrition Risk,JobRole_Laboratory Technician,0.5541,1.0,Increases Attrition Risk,Research & Development,Laboratory Technician,Male,34,Travel_Rarely,Medical,Divorced,2661,2,No,4,2,3,2.666666667,1.0,0.311,0.5,0.267,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",14.0
1346,0.1406,Low,OvertimeRisk,1.8285,1,Increases Attrition Risk,StockOptionLevel,1.3166,0.0,Increases Attrition Risk,MaritalStatus_Single,-0.5235,0.0,Reduces Attrition Risk,Research & Development,Manufacturing Director,Female,35,Travel_Rarely,Other,Married,4788,3,Yes,2,4,3,2.666666667,1.666666667,0.417,0.6,0.6,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",14.0
1147,0.1342,Low,OvertimeRisk,2.099,0,Increases Attrition Risk,NumCompaniesWorked,0.7147,1.0,Increases Attrition Risk,FrequentTraveler,0.5794,1.0,Increases Attrition Risk,Research & Development,Manufacturing Director,Male,34,Travel_Frequently,Life Sciences,Divorced,4724,9,No,4,3,3,2.666666667,1.333333333,0.309,0.9,0.267,Retention,Understand employee expectations and strengthen long-term retention strategies.,13.0
1303,0.1345,Low,OvertimeRisk,1.9617,0,Increases Attrition Risk,FrequentTraveler,0.9606,0.0,Increases Attrition Risk,TotalWorkingYears,-0.5497,6.0,Reduces Attrition Risk,Research & Development,Laboratory Technician,Male,35,Travel_Rarely,Medical,Married,2705,5,No,3,2,4,1.333333333,1.333333333,0.452,0.71,0.267,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",13.0
1319,0.1328,Low,OvertimeRisk,1.8639,0,Increases Attrition Risk,StockOptionLevel,1.1301,0.0,Increases Attrition Risk,NumCompaniesWorked,0.813,1.0,Increases Attrition Risk,Research & Development,Laboratory Technician,Male,29,Travel_Frequently,Medical,Married,3812,11,No,4,4,4,3.0,2.0,0.314,0.92,0.2,Retention,Understand employee expectations and strengthen long-term retention strategies.,13.0
925,0.1272,Low,OvertimeRisk,1.8938,1,Increases Attrition Risk,StockOptionLevel,1.2604,0.0,Increases Attrition Risk,MaritalStatus_Single,-0.6054,0.0,Reduces Attrition Risk,Research & Development,Research Scientist,Male,35,Travel_Rarely,Life Sciences,Married,3506,3,Yes,3,3,3,3.0,1.333333333,0.36,0.6,0.333,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",13.0
1273,0.1286,Low,OvertimeRisk,1.9428,0,Increases Attrition Risk,FrequentTraveler,0.6165,0.0,Increases Attrition Risk,NumCompaniesWorked,0.5842,1.0,Increases Attrition Risk,Research & Development,Laboratory Technician,Female,38,Travel_Rarely,Other,Married,3702,5,No,3,4,3,2.333333333,1.666666667,0.333,0.83,0.133,Retention,Understand employee expectations and strengthen long-term retention strategies.,13.0
181,0.1336,Low,OvertimeRisk,1.8943,1,Increases Attrition Risk,MaritalStatus_Single,-0.6031,0.0,Reduces Attrition Risk,FrequentTraveler,0.5321,0.0,Increases Attrition Risk,Research & Development,Research Scientist,Female,31,Travel_Rarely,Medical,Married,3929,4,Yes,4,3,3,3.0,1.333333333,0.619,0.5,0.267,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",13.0
199,0.1287,Low,OvertimeRisk,1.6498,0,Increases Attrition Risk,StockOptionLevel,1.318,0.0,Increases Attrition Risk,NumCompaniesWorked,0.8927,9.0,Increases Attrition Risk,Research & Development,Manufacturing Director,Male,38,Travel_Rarely,Life Sciences,Married,6553,1,No,3,4,3,2.666666667,1.666666667,0.488,0.07,0.133,Retention,Understand employee expectations and strengthen long-term retention strategies.,13.0
955,0.1306,Low,OvertimeRisk,2.003,1,Increases Attrition Risk,StockOptionLevel,1.2534,0.0,Increases Attrition Risk,BusinessTravel_Non-Travel,-0.5036,1.0,Reduces Attrition Risk,Research & Development,Manager,Male,42,Non-Travel,Life Sciences,Married,17861,20,Yes,3,3,2,3.0,1.0,0.587,0.91,0.4,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",13.0
1269,0.1279,Low,OvertimeRisk,1.9383,1,Increases Attrition Risk,FrequentTraveler,0.7761,0.0,Increases Attrition Risk,NumCompaniesWorked,0.5886,4.0,Increases Attrition Risk,Research & Development,Manufacturing Director,Female,53,Non-Travel,Medical,Married,12965,3,Yes,3,1,2,2.0,0.333333333,0.798,0.11,0.4,Retention,Understand employee expectations and strengthen long-term retention strategies.,13.0
1093,0.1291,Low,OvertimeRisk,2.0752,0,Increases Attrition Risk,NumCompaniesWorked,0.6068,4.0,Increases Attrition Risk,MaritalStatus_Single,-0.541,0.0,Reduces Attrition Risk,Research & Development,Research Scientist,Male,45,Travel_Rarely,Technical Degree,Married,2132,5,No,4,4,3,3.666666667,1.666666667,0.548,0.56,0.267,Retention,Understand employee expectations and strengthen long-term retention strategies.,13.0
277,0.1279,Low,OvertimeRisk,2.2103,0,Increases Attrition Risk,DailyRate,-0.6508,1315.0,Reduces Attrition Risk,MaritalStatus_Single,-0.5562,0.0,Reduces Attrition Risk,Research & Development,Manager,Female,35,Travel_Rarely,Life Sciences,Divorced,11996,7,No,2,2,2,2.0,0.666666667,0.533,0.64,0.667,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",13.0
352,0.1279,Low,OvertimeRisk,2.029,0,Increases Attrition Risk,FrequentTraveler,0.7459,0.0,Increases Attrition Risk,NumCompaniesWorked,0.695,1.0,Increases Attrition Risk,Research & Development,Laboratory Technician,Female,32,Travel_Rarely,Medical,Married,2370,8,No,2,3,3,2.333333333,1.333333333,0.381,0.89,0.2,Retention,Understand employee expectations and strengthen long-term retention strategies.,13.0
1104,0.1262,Low,OvertimeRisk,1.6185,0,Increases Attrition Risk,FrequentTraveler,0.9251,0.0,Increases Attrition Risk,DailyRate,-0.4716,492.0,Reduces Attrition Risk,Sales,Sales Executive,Female,48,Travel_Rarely,Life Sciences,Divorced,6439,8,No,3,3,3,2.666666667,1.333333333,0.333,0.42,0.533,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",13.0
72,0.128,Low,OvertimeRisk,1.9474,0,Increases Attrition Risk,FrequentTraveler,1.0563,0.0,Increases Attrition Risk,DailyRate,-0.5566,1328.0,Reduces Attrition Risk,Research & Development,Research Scientist,Male,29,Travel_Rarely,Life Sciences,Married,2703,5,No,2,3,3,2.666666667,1.333333333,0.619,0.71,0.2,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",13.0
1323,0.1319,Low,OvertimeRisk,1.971,0,Increases Attrition Risk,NumCompaniesWorked,0.6961,3.0,Increases Attrition Risk,FrequentTraveler,0.6464,0.0,Increases Attrition Risk,Research & Development,Manufacturing Director,Male,46,Travel_Rarely,Life Sciences,Divorced,8578,9,No,4,4,2,3.333333333,1.333333333,0.483,0.69,0.133,Retention,Understand employee expectations and strengthen long-term retention strategies.,13.0
18,0.1253,Low,OvertimeRisk,1.9652,1,Increases Attrition Risk,NumCompaniesWorked,0.7576,1.0,Increases Attrition Risk,BusinessTravel_Non-Travel,-0.5722,1.0,Reduces Attrition Risk,Research & Development,Laboratory Technician,Male,22,Non-Travel,Medical,Divorced,2935,1,Yes,4,4,2,3.333333333,1.333333333,0.381,0.5,0.533,Retention,Understand employee expectations and strengthen long-term retention strategies.,13.0
856,0.1293,Low,OvertimeRisk,1.7794,0,Increases Attrition Risk,FrequentTraveler,0.8474,0.0,Increases Attrition Risk,NumCompaniesWorked,0.7077,1.0,Increases Attrition Risk,Research & Development,Manufacturing Director,Female,37,Travel_Rarely,Life Sciences,Married,6474,14,No,4,4,2,2.666666667,1.333333333,0.398,0.93,0.133,Retention,Understand employee expectations and strengthen long-term retention strategies.,13.0
333,0.1321,Low,OvertimeRisk,2.0283,0,Increases Attrition Risk,StockOptionLevel,1.1695,0.0,Increases Attrition Risk,JobSatisfaction,-0.6459,3.0,Reduces Attrition Risk,Research & Development,Research Scientist,Female,54,Travel_Frequently,Life Sciences,Single,4869,4,No,3,4,2,3.333333333,1.333333333,0.44,0.19,0.4,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",13.0
296,0.1266,Low,OvertimeRisk,1.8195,0,Increases Attrition Risk,FrequentTraveler,0.5863,1.0,Increases Attrition Risk,MaritalStatus_Single,-0.4602,0.0,Reduces Attrition Risk,Sales,Sales Executive,Female,42,Travel_Frequently,Marketing,Married,13525,20,No,2,3,4,2.666666667,1.666666667,0.566,0.83,0.333,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",13.0
248,0.1267,Low,OvertimeRisk,1.7947,0,Increases Attrition Risk,NumCompaniesWorked,0.6781,6.0,Increases Attrition Risk,FrequentTraveler,0.6504,0.0,Increases Attrition Risk,Research & Development,Manufacturing Director,Male,34,Travel_Rarely,Life Sciences,Married,5957,11,No,1,4,3,1.666666667,1.666666667,0.353,0.79,0.467,Retention,Understand employee expectations and strengthen long-term retention strategies.,13.0
813,0.1269,Low,OvertimeRisk,1.7266,0,Increases Attrition Risk,NumCompaniesWorked,0.5217,8.0,Increases Attrition Risk,FrequentTraveler,0.5162,1.0,Increases Attrition Risk,Research & Development,Manufacturing Director,Female,43,Travel_Frequently,Life Sciences,Married,10820,8,No,1,3,3,2.0,1.333333333,0.5,0.42,0.467,Retention,Understand employee expectations and strengthen long-term retention strategies.,13.0
1350,0.1337,Low,OvertimeRisk,1.8228,1,Increases Attrition Risk,NumCompaniesWorked,0.6935,1.0,Increases Attrition Risk,DailyRate,-0.6346,482.0,Reduces Attrition Risk,Research & Development,Research Scientist,Female,26,Travel_Rarely,Life Sciences,Married,2933,1,Yes,3,2,2,2.0,0.666666667,0.359,0.5,0.4,Retention,Understand employee expectations and strengthen long-term retention strategies.,13.0
45,0.1347,Low,OvertimeRisk,2.0196,0,Increases Attrition Risk,StockOptionLevel,1.1424,0.0,Increases Attrition Risk,JobSatisfaction,-0.5322,4.0,Reduces Attrition Risk,Research & Development,Laboratory Technician,Female,30,Travel_Frequently,Medical,Single,4011,12,No,4,3,3,3.333333333,1.333333333,0.636,0.92,0.067,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",13.0
1429,0.1289,Low,OvertimeRisk,1.4152,0,Increases Attrition Risk,FrequentTraveler,0.5784,0.0,Increases Attrition Risk,MaritalStatus_Single,-0.5094,0.0,Reduces Attrition Risk,Sales,Sales Representative,Male,32,Travel_Rarely,Medical,Married,2269,2,No,2,2,3,1.333333333,1.0,0.36,0.5,0.2,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",13.0
847,0.1322,Low,OvertimeRisk,1.8593,0,Increases Attrition Risk,NumCompaniesWorked,0.8211,2.0,Increases Attrition Risk,FrequentTraveler,0.65,0.0,Increases Attrition Risk,Research & Development,Manufacturing Director,Male,35,Travel_Rarely,Life Sciences,Divorced,10274,7,No,2,3,4,1.666666667,1.666666667,0.533,0.44,0.333,Retention,Understand employee expectations and strengthen long-term retention strategies.,13.0
374,0.1319,Low,OvertimeRisk,1.979,0,Increases Attrition Risk,FrequentTraveler,0.6348,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6335,1.0,Increases Attrition Risk,Research & Development,Laboratory Technician,Male,27,Travel_Rarely,Medical,Divorced,3816,5,No,2,4,3,2.333333333,1.666666667,0.333,0.83,0.2,Retention,Understand employee expectations and strengthen long-term retention strategies.,13.0
96,0.1311,Low,OvertimeRisk,1.7014,0,Increases Attrition Risk,FrequentTraveler,0.7589,0.0,Increases Attrition Risk,MaritalStatus_Single,-0.537,0.0,Reduces Attrition Risk,Research & Development,Research Director,Female,54,Travel_Rarely,Technical Degree,Married,13549,4,No,3,1,1,1.333333333,0.0,0.524,0.24,0.267,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",13.0
81,0.1341,Low,OvertimeRisk,2.0681,1,Increases Attrition Risk,NumCompaniesWorked,0.7116,1.0,Increases Attrition Risk,JobInvolvement,-0.547,2.0,Reduces Attrition Risk,Research & Development,Laboratory Technician,Male,30,Travel_Rarely,Life Sciences,Married,5126,10,Yes,4,4,2,3.0,1.333333333,0.374,0.91,0.333,Retention,Understand employee expectations and strengthen long-term retention strategies.,13.0
1336,0.1165,Low,OvertimeRisk,1.9508,0,Increases Attrition Risk,FrequentTraveler,0.7468,0.0,Increases Attrition Risk,NumCompaniesWorked,0.5704,8.0,Increases Attrition Risk,Research & Development,Research Scientist,Male,39,Travel_Rarely,Other,Divorced,3902,2,No,4,4,3,3.0,1.666666667,0.444,0.25,0.267,Retention,Understand employee expectations and strengthen long-term retention strategies.,12.0
327,0.1152,Low,OvertimeRisk,1.9878,0,Increases Attrition Risk,NumCompaniesWorked,0.7582,1.0,Increases Attrition Risk,MaritalStatus_Single,-0.6136,0.0,Reduces Attrition Risk,Research & Development,Manager,Male,39,Travel_Frequently,Medical,Married,19272,21,No,4,3,3,2.0,1.333333333,0.473,0.95,0.267,Retention,Understand employee expectations and strengthen long-term retention strategies.,12.0
1362,0.1223,Low,OvertimeRisk,1.9645,0,Increases Attrition Risk,FrequentTraveler,0.7758,1.0,Increases Attrition Risk,JobRole_Laboratory Technician,0.5514,1.0,Increases Attrition Risk,Research & Development,Laboratory Technician,Male,26,Travel_Frequently,Other,Married,2544,7,No,4,3,3,2.666666667,1.333333333,0.344,0.78,0.267,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",12.0
129,0.1178,Low,OvertimeRisk,1.8502,0,Increases Attrition Risk,FrequentTraveler,0.5484,0.0,Increases Attrition Risk,JobInvolvement,-0.5053,3.0,Reduces Attrition Risk,Research & Development,Laboratory Technician,Male,22,Travel_Rarely,Technical Degree,Married,2523,2,No,4,3,3,3.0,1.333333333,0.36,0.5,0.067,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",12.0
1177,0.121,Low,OvertimeRisk,1.9548,0,Increases Attrition Risk,FrequentTraveler,0.8555,0.0,Increases Attrition Risk,DailyRate,-0.5813,301.0,Reduces Attrition Risk,Research & Development,Research Director,Female,49,Travel_Rarely,Other,Married,16413,4,No,2,1,3,1.333333333,0.666666667,0.68,0.14,0.4,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",12.0
772,0.1239,Low,OvertimeRisk,1.7105,0,Increases Attrition Risk,FrequentTraveler,0.492,0.0,Increases Attrition Risk,MaritalStatus_Single,-0.4813,0.0,Reduces Attrition Risk,Sales,Sales Executive,Female,54,Travel_Rarely,Life Sciences,Married,10686,9,No,3,3,3,2.0,1.333333333,0.344,0.64,0.333,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",12.0
629,0.1216,Low,OvertimeRisk,1.8862,0,Increases Attrition Risk,DailyRate,-0.58,342.0,Reduces Attrition Risk,MaritalStatus_Single,-0.5039,0.0,Reduces Attrition Risk,Sales,Sales Executive,Male,37,Travel_Rarely,Marketing,Divorced,6334,1,No,3,4,3,3.0,1.666666667,0.607,0.1,0.333,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",12.0
1432,0.1245,Low,OvertimeRisk,1.6939,0,Increases Attrition Risk,FrequentTraveler,0.7908,0.0,Increases Attrition Risk,MaritalStatus_Single,-0.4152,0.0,Reduces Attrition Risk,Sales,Sales Executive,Female,32,Travel_Rarely,Marketing,Married,10422,14,No,4,3,3,3.0,1.333333333,0.579,0.93,0.267,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",12.0
1360,0.125,Low,OvertimeRisk,1.7749,1,Increases Attrition Risk,StockOptionLevel,1.1763,0.0,Increases Attrition Risk,MaritalStatus_Single,-0.587,0.0,Reduces Attrition Risk,Sales,Sales Executive,Female,34,Travel_Rarely,Medical,Married,8103,4,Yes,4,4,2,3.0,1.333333333,0.44,0.4,0.333,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",12.0
617,0.1187,Low,OvertimeRisk,1.9,0,Increases Attrition Risk,MaritalStatus_Single,-0.5747,0.0,Reduces Attrition Risk,FrequentTraveler,0.5513,0.0,Increases Attrition Risk,Sales,Manager,Female,51,Travel_Rarely,Marketing,Married,16307,20,No,3,1,2,2.0,0.333333333,0.566,0.67,0.4,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",12.0
907,0.1227,Low,OvertimeRisk,1.7039,0,Increases Attrition Risk,StockOptionLevel,1.2993,0.0,Increases Attrition Risk,JobSatisfaction,-0.5701,3.0,Reduces Attrition Risk,Research & Development,Research Scientist,Female,34,Travel_Rarely,Technical Degree,Married,2585,1,No,3,3,2,3.333333333,1.0,0.476,0.33,0.4,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",12.0
225,0.1159,Low,OvertimeRisk,1.8572,0,Increases Attrition Risk,FrequentTraveler,0.9173,0.0,Increases Attrition Risk,DailyRate,-0.5422,979.0,Reduces Attrition Risk,Research & Development,Manufacturing Director,Male,31,Non-Travel,Medical,Married,4345,5,No,3,3,3,2.333333333,1.333333333,0.418,0.71,0.133,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",12.0
418,0.1214,Low,OvertimeRisk,1.7413,0,Increases Attrition Risk,StockOptionLevel,1.1192,0.0,Increases Attrition Risk,MaritalStatus_Single,-0.5669,0.0,Reduces Attrition Risk,Sales,Manager,Female,40,Travel_Rarely,Life Sciences,Married,18041,20,No,3,3,3,3.0,1.333333333,0.716,0.91,0.133,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",12.0
9,0.1205,Low,OvertimeRisk,2.0819,0,Increases Attrition Risk,StockOptionLevel,1.2954,0.0,Increases Attrition Risk,JobSatisfaction,-0.5579,3.0,Reduces Attrition Risk,Research & Development,Manufacturing Director,Male,38,Travel_Frequently,Life Sciences,Single,9526,9,No,3,4,3,2.333333333,1.666666667,0.716,0.82,0.333,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",12.0
146,0.1199,Low,OvertimeRisk,1.9243,0,Increases Attrition Risk,FrequentTraveler,0.6693,0.0,Increases Attrition Risk,DailyRate,-0.5724,201.0,Reduces Attrition Risk,Research & Development,Research Scientist,Female,30,Travel_Rarely,Technical Degree,Divorced,3204,3,No,1,4,3,2.666666667,1.666666667,0.36,0.33,0.267,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",12.0
