EmployeeID,PredictedProbability,RiskLevel,Driver_1,SHAP_1,FeatureValue_1,Impact_1,Driver_2,SHAP_2,FeatureValue_2,Impact_2,Driver_3,SHAP_3,FeatureValue_3,Impact_3,Department,JobRole,Gender,Age,BusinessTravel,EducationField,MaritalStatus,MonthlyIncome,YearsAtCompany,OverTime,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,EngagementScore,WellbeingScore,CareerGrowthScore,LoyaltyScore,AttritionRiskScore,RecommendationCategory,AIRecommendation,RetentionPriorityScore,AttritionProbability (%),GlobalRiskRank,DepartmentRiskRank,JobRoleRiskRank,AgeGroup,IncomeBand,CompanyTenure,YearsUntilRetirement,ReviewPriority,ExecutiveAction,RiskPercentile,HighValueEmployee,RetentionActionRequired,HRHealthScore,HealthCategory,HRPriorityIndex,HRPriorityLevel
1234,0.2383,Low,OvertimeRisk,2.0614,0,Increases Attrition Risk,FrequentTraveler,0.8574,0.0,Increases Attrition Risk,NumCompaniesWorked,0.7887,1.0,Increases Attrition Risk,Research & Development,Research Scientist,Male,30,Travel_Rarely,Life Sciences,Married,2862,10,No,4,2,2,2.333333333,0.666666667,0.357,0.91,0.333,Retention,Understand employee expectations and strengthen long-term retention strategies.,24.0,23.83,833,510,189,18–30,Low,Experienced,30,Annual,No Action Required,39.2,No,No,15.9,Critical,47.94,Medium
1235,0.3146,Low,OvertimeRisk,1.9243,0,Increases Attrition Risk,DailyRate,-0.6401,543.0,Reduces Attrition Risk,NumCompaniesWorked,0.5887,7.0,Increases Attrition Risk,Sales,Sales Executive,Male,47,Non-Travel,Marketing,Married,4978,1,No,2,3,1,2.666666667,0.666666667,0.417,0.2,0.333,Retention,Understand employee expectations and strengthen long-term retention strategies.,31.0,31.46,689,274,204,41–50,High,New,13,Annual,No Action Required,50.1,No,No,15.9,Critical,52.52,Medium
1236,0.4438,Medium,OvertimeRisk,1.8156,1,Increases Attrition Risk,FrequentTraveler,0.9122,0.0,Increases Attrition Risk,CareerGrowthScore,-0.5777,0.524,Reduces Attrition Risk,Sales,Sales Executive,Male,46,Travel_Rarely,Life Sciences,Divorced,10368,10,Yes,4,3,2,2.666666667,1.0,0.524,0.71,0.333,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",44.0,44.38,450,200,146,41–50,Very High,Experienced,14,Annual,No Action Required,68.0,No,No,16.1,Critical,60.19,High
1237,0.4815,Medium,OvertimeRisk,1.7815,1,Increases Attrition Risk,FrequentTraveler,1.0573,0.0,Increases Attrition Risk,MaritalStatus_Single,-0.4911,0.0,Reduces Attrition Risk,Sales,Sales Executive,Male,36,Travel_Rarely,Marketing,Divorced,6134,2,Yes,1,2,3,1.0,1.0,0.42,0.12,0.467,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",48.0,48.15,394,185,135,31–40,High,New,24,Annual,No Action Required,72.0,No,No,15.5,Critical,62.69,High
1238,0.5834,Medium,OvertimeRisk,2.3828,0,Increases Attrition Risk,StockOptionLevel,1.1743,0.0,Increases Attrition Risk,JobSatisfaction,-0.706,2.0,Reduces Attrition Risk,Sales,Sales Executive,Male,32,Travel_Rarely,Life Sciences,Single,6735,0,No,2,1,3,0.666666667,0.666666667,0.512,0.0,0.2,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",58.0,58.34,237,129,95,31–40,High,New,28,Quarterly,No Action Required,83.4,No,No,15.4,Critical,68.84,High
1239,0.4214,Medium,OvertimeRisk,2.0227,0,Increases Attrition Risk,StockOptionLevel,1.2232,0.0,Increases Attrition Risk,NumCompaniesWorked,0.4762,1.0,Increases Attrition Risk,Research & Development,Laboratory Technician,Female,23,Travel_Rarely,Medical,Single,3295,3,No,2,3,1,2.333333333,0.666666667,0.359,0.75,0.333,Retention,Understand employee expectations and strengthen long-term retention strategies.,42.0,42.14,494,271,87,18–30,Medium,Early,37,Annual,No Action Required,64.7,No,No,15.9,Critical,58.92,Medium
1240,0.2651,Low,OvertimeRisk,2.1749,0,Increases Attrition Risk,StockOptionLevel,1.1715,0.0,Increases Attrition Risk,JobSatisfaction,-0.5801,4.0,Reduces Attrition Risk,Research & Development,Manufacturing Director,Female,31,Travel_Frequently,Technical Degree,Single,5238,5,No,4,4,2,3.666666667,1.333333333,0.609,0.5,0.333,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",27.0,26.51,776,469,50,31–40,High,Early,29,Annual,No Action Required,43.6,No,No,16.4,Critical,49.35,Medium
1241,0.1853,Low,OvertimeRisk,2.2511,1,Increases Attrition Risk,NumCompaniesWorked,0.6899,1.0,Increases Attrition Risk,FrequentTraveler,0.678,0.0,Increases Attrition Risk,Research & Development,Laboratory Technician,Male,39,Non-Travel,Life Sciences,Married,6472,9,Yes,4,4,3,3.666666667,1.666666667,0.401,0.9,0.467,Retention,Understand employee expectations and strengthen long-term retention strategies.,19.0,18.53,967,607,190,31–40,High,Experienced,21,Annual,No Action Required,28.9,No,No,16.4,Critical,44.56,Medium
1242,0.4533,Medium,OvertimeRisk,1.9925,0,Increases Attrition Risk,FrequentTraveler,0.7423,0.0,Increases Attrition Risk,NumCompaniesWorked,0.577,3.0,Increases Attrition Risk,Sales,Sales Executive,Male,32,Travel_Rarely,Life Sciences,Married,9610,4,No,3,4,1,2.333333333,1.0,0.548,0.36,0.467,Retention,Understand employee expectations and strengthen long-term retention strategies.,45.0,45.33,432,195,143,31–40,Very High,Early,28,Annual,No Action Required,69.2,No,No,15.9,Critical,60.84,High
1243,0.5581,Medium,OvertimeRisk,2.1187,0,Increases Attrition Risk,StockOptionLevel,1.2215,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6603,1.0,Increases Attrition Risk,Sales,Manager,Male,40,Travel_Rarely,Medical,Single,19833,21,No,2,2,2,1.666666667,0.666666667,0.471,0.95,0.467,Retention,Understand employee expectations and strengthen long-term retention strategies.,56.0,55.81,273,143,5,31–40,Very High,Veteran,20,Quarterly,No Action Required,80.6,No,No,15.8,Critical,67.17,High
1244,0.0757,Low,OvertimeRisk,1.9455,0,Increases Attrition Risk,NumCompaniesWorked,0.5946,4.0,Increases Attrition Risk,DailyRate,-0.5427,176.0,Reduces Attrition Risk,Human Resources,Human Resources,Female,45,Travel_Rarely,Life Sciences,Married,9756,5,No,3,3,4,2.0,1.666666667,0.738,0.5,0.067,Retention,Understand employee expectations and strengthen long-term retention strategies.,8.0,7.57,1257,56,46,41–50,Very High,Early,15,Annual,No Action Required,6.6,No,No,16.1,Critical,38.1,Low
1245,0.4716,Medium,OvertimeRisk,2.1819,0,Increases Attrition Risk,StockOptionLevel,1.3613,0.0,Increases Attrition Risk,RelationshipSatisfaction,-0.4324,4.0,Reduces Attrition Risk,Research & Development,Research Scientist,Female,30,Travel_Frequently,Technical Degree,Single,4968,9,No,1,4,3,2.333333333,1.666666667,0.452,0.82,0.267,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",47.0,47.16,402,207,95,18–30,High,Experienced,30,Annual,No Action Required,71.4,No,No,16.1,Critical,61.86,High
1246,0.1092,Low,OvertimeRisk,1.532,0,Increases Attrition Risk,FrequentTraveler,0.5911,1.0,Increases Attrition Risk,MaritalStatus_Single,-0.5279,0.0,Reduces Attrition Risk,Human Resources,Human Resources,Male,24,Travel_Frequently,Medical,Married,2145,2,No,4,1,3,2.666666667,0.666666667,0.36,0.5,0.067,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",11.0,10.92,1167,50,41,18–30,Low,New,36,Annual,No Action Required,13.3,No,No,16.0,Critical,40.15,Medium
1247,0.5827,Medium,OvertimeRisk,2.0458,0,Increases Attrition Risk,FrequentTraveler,0.7233,1.0,Increases Attrition Risk,MaritalStatus_Single,-0.5534,0.0,Reduces Attrition Risk,Human Resources,Human Resources,Female,30,Travel_Frequently,Human Resources,Divorced,2180,4,No,4,3,2,2.666666667,1.0,0.311,0.57,0.133,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",58.0,58.27,239,12,12,18–30,Low,Early,30,Quarterly,No Action Required,83.2,No,No,16.0,Critical,68.56,High
1248,0.7814,High,OvertimeRisk,2.0489,0,Increases Attrition Risk,FrequentTraveler,0.8891,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6353,1.0,Increases Attrition Risk,Sales,Sales Executive,Male,31,Travel_Rarely,Technical Degree,Married,8346,5,No,3,1,3,2.0,0.666666667,0.607,0.71,0.133,Retention,Understand employee expectations and strengthen long-term retention strategies.,83.0,78.14,53,34,30,31–40,High,Early,29,This Month,Manager Review,96.4,No,Yes,15.9,Critical,80.52,Critical
1249,0.6202,Medium,OvertimeRisk,2.264,0,Increases Attrition Risk,StockOptionLevel,1.2011,0.0,Increases Attrition Risk,NumCompaniesWorked,0.5937,1.0,Increases Attrition Risk,Research & Development,Research Scientist,Female,27,Travel_Rarely,Medical,Single,3445,6,No,4,3,2,3.0,1.0,0.311,0.86,0.133,Retention,Understand employee expectations and strengthen long-term retention strategies.,62.0,62.02,189,76,41,18–30,Medium,Experienced,33,Quarterly,No Action Required,86.9,No,No,16.2,Critical,70.73,High
1250,0.7783,High,OvertimeRisk,2.0415,0,Increases Attrition Risk,StockOptionLevel,1.1416,0.0,Increases Attrition Risk,FrequentTraveler,0.51,0.0,Increases Attrition Risk,Sales,Sales Representative,Female,29,Travel_Rarely,Marketing,Single,2760,2,No,2,2,3,1.333333333,1.0,0.337,0.67,0.2,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",83.0,77.83,55,36,5,18–30,Low,New,31,This Month,Manager Review,96.3,No,Yes,15.7,Critical,80.42,Critical
1251,0.1746,Low,OvertimeRisk,2.1657,1,Increases Attrition Risk,StockOptionLevel,1.3396,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6983,8.0,Increases Attrition Risk,Research & Development,Healthcare Representative,Male,29,Travel_Frequently,Life Sciences,Single,6294,3,Yes,3,4,4,3.666666667,2.0,0.44,0.27,0.267,Retention,Understand employee expectations and strengthen long-term retention strategies.,17.0,17.46,999,632,81,18–30,High,Early,31,Annual,No Action Required,26.5,No,No,16.4,Critical,43.92,Medium
1252,0.2453,Low,OvertimeRisk,1.9186,0,Increases Attrition Risk,MaritalStatus_Single,-0.7012,0.0,Reduces Attrition Risk,FrequentTraveler,0.6755,0.0,Increases Attrition Risk,Sales,Sales Executive,Male,30,Travel_Rarely,Marketing,Divorced,7140,7,No,1,3,3,1.0,1.333333333,0.478,0.54,0.467,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",25.0,24.53,813,310,232,18–30,High,Experienced,30,Annual,No Action Required,40.9,No,No,15.7,Critical,48.44,Medium
1253,0.0488,Low,OvertimeRisk,1.7253,1,Increases Attrition Risk,FrequentTraveler,0.7389,0.0,Increases Attrition Risk,DailyRate,-0.586,181.0,Reduces Attrition Risk,Research & Development,Research Scientist,Male,34,Travel_Rarely,Medical,Married,2932,5,Yes,4,4,3,3.0,1.666666667,0.383,0.71,0.267,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",5.0,4.88,1312,871,283,31–40,Medium,Early,26,Annual,No Action Required,2.6,No,No,16.3,Critical,36.41,Low
1254,0.2653,Low,OvertimeRisk,2.0559,0,Increases Attrition Risk,StockOptionLevel,1.1547,0.0,Increases Attrition Risk,Gender_Female,-0.4632,1.0,Reduces Attrition Risk,Sales,Sales Executive,Female,33,Non-Travel,Marketing,Single,5147,11,No,2,4,2,3.0,1.333333333,0.49,0.79,0.267,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",27.0,26.53,775,297,221,31–40,High,Veteran,27,Annual,No Action Required,43.7,No,No,16.2,Critical,49.44,Medium
1255,0.7681,High,OvertimeRisk,2.1226,0,Increases Attrition Risk,StockOptionLevel,1.2442,0.0,Increases Attrition Risk,JobSatisfaction,-0.4772,4.0,Reduces Attrition Risk,Sales,Sales Executive,Female,49,Travel_Rarely,Marketing,Single,4507,5,No,4,4,4,3.333333333,2.0,0.44,0.56,0.0,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",82.0,76.81,62,40,34,41–50,Medium,Early,11,This Month,Manager Review,95.8,No,Yes,16.4,Critical,79.53,High
1256,0.7281,High,OvertimeRisk,1.8976,1,Increases Attrition Risk,StockOptionLevel,1.0883,0.0,Increases Attrition Risk,Gender_Female,-0.5389,1.0,Reduces Attrition Risk,Sales,Sales Executive,Female,33,Travel_Rarely,Life Sciences,Single,8564,0,Yes,1,1,2,1.333333333,0.333333333,0.714,0.0,0.733,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",78.0,72.81,91,57,48,31–40,Very High,New,27,This Month,Manager Review,93.8,Yes,Yes,15.4,Critical,77.53,High
1257,0.3947,Medium,OvertimeRisk,2.0768,0,Increases Attrition Risk,DailyRate,-0.5598,594.0,Reduces Attrition Risk,FrequentTraveler,0.5544,1.0,Increases Attrition Risk,Research & Development,Laboratory Technician,Female,38,Travel_Frequently,Medical,Married,2468,6,No,2,3,2,1.666666667,1.0,0.405,0.6,0.267,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",39.0,39.47,540,302,96,31–40,Low,Experienced,22,Annual,No Action Required,61.4,No,No,15.8,Critical,57.36,Medium
1258,0.1915,Low,OvertimeRisk,1.9692,0,Increases Attrition Risk,MaritalStatus_Single,-0.5926,0.0,Reduces Attrition Risk,IncomePerJobLevel,-0.5819,2720.33,Reduces Attrition Risk,Sales,Sales Executive,Male,31,Travel_Rarely,Marketing,Married,8161,1,No,3,1,3,1.333333333,0.666666667,0.548,0.09,0.333,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",19.0,19.15,955,350,262,31–40,High,New,29,Annual,No Action Required,29.9,No,No,15.5,Critical,45.29,Medium
1259,0.239,Low,OvertimeRisk,1.9296,0,Increases Attrition Risk,NumCompaniesWorked,0.6376,1.0,Increases Attrition Risk,DailyRate,-0.6148,590.0,Reduces Attrition Risk,Research & Development,Research Scientist,Female,29,Travel_Rarely,Technical Degree,Divorced,2109,1,No,1,4,3,2.0,1.666666667,0.381,0.5,0.267,Retention,Understand employee expectations and strengthen long-term retention strategies.,24.0,23.9,831,508,188,18–30,Low,New,31,Annual,No Action Required,39.4,No,No,16.0,Critical,47.94,Medium
1260,0.0585,Low,OvertimeRisk,2.1059,0,Increases Attrition Risk,NumCompaniesWorked,0.6867,3.0,Increases Attrition Risk,DailyRate,-0.6636,305.0,Reduces Attrition Risk,Research & Development,Healthcare Representative,Male,30,Travel_Rarely,Life Sciences,Married,5294,7,No,3,3,3,3.0,1.333333333,0.513,0.64,0.333,Retention,Understand employee expectations and strengthen long-term retention strategies.,6.0,5.85,1293,855,121,18–30,High,Experienced,30,Annual,No Action Required,3.9,No,No,16.2,Critical,37.03,Low
1261,0.6437,Medium,OvertimeRisk,2.2749,0,Increases Attrition Risk,StockOptionLevel,1.1826,0.0,Increases Attrition Risk,NumCompaniesWorked,0.8941,2.0,Increases Attrition Risk,Research & Development,Research Scientist,Male,32,Non-Travel,Technical Degree,Single,2718,7,No,2,2,3,1.666666667,1.0,0.405,0.54,0.2,Retention,Understand employee expectations and strengthen long-term retention strategies.,64.0,64.37,166,67,37,31–40,Low,Experienced,28,Quarterly,No Action Required,88.5,No,No,15.8,Critical,72.3,High
1262,0.2268,Low,OvertimeRisk,1.6657,1,Increases Attrition Risk,NumCompaniesWorked,0.7449,3.0,Increases Attrition Risk,DailyRate,-0.5675,833.0,Reduces Attrition Risk,Research & Development,Healthcare Representative,Male,38,Travel_Rarely,Medical,Married,5811,1,Yes,4,2,3,2.0,1.0,0.513,0.06,0.467,Retention,Understand employee expectations and strengthen long-term retention strategies.,23.0,22.68,860,529,68,31–40,High,New,22,Annual,No Action Required,37.3,No,No,15.7,Critical,47.33,Medium
1263,0.3643,Medium,OvertimeRisk,1.9455,1,Increases Attrition Risk,NumCompaniesWorked,0.8144,9.0,Increases Attrition Risk,DailyRate,-0.6764,807.0,Reduces Attrition Risk,Research & Development,Research Scientist,Male,43,Travel_Frequently,Technical Degree,Married,2437,1,Yes,3,3,3,2.666666667,1.333333333,0.452,0.14,0.533,Retention,Understand employee expectations and strengthen long-term retention strategies.,36.0,36.43,594,339,141,41–50,Low,New,17,Annual,No Action Required,57.1,No,No,16.0,Critical,55.46,Medium
1264,0.365,Medium,OvertimeRisk,2.0786,0,Increases Attrition Risk,FrequentTraveler,0.6051,0.0,Increases Attrition Risk,CareerGrowthScore,-0.59,0.595,Reduces Attrition Risk,Research & Development,Laboratory Technician,Male,42,Travel_Rarely,Medical,Divorced,2766,5,No,2,2,2,1.666666667,0.666666667,0.595,0.62,0.267,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",36.0,36.5,592,338,112,41–50,Low,Early,18,Annual,No Action Required,57.3,No,No,15.8,Critical,55.58,Medium
1265,0.123,Low,OvertimeRisk,1.8099,0,Increases Attrition Risk,NumCompaniesWorked,0.7428,8.0,Increases Attrition Risk,DailyRate,-0.588,478.0,Reduces Attrition Risk,Research & Development,Research Director,Male,55,Travel_Rarely,Medical,Married,19038,1,No,1,3,3,1.333333333,1.333333333,0.69,0.03,0.267,Retention,Understand employee expectations and strengthen long-term retention strategies.,12.0,12.3,1134,737,60,51–60,Very High,New,5,Annual,No Action Required,15.8,No,No,15.7,Critical,41.1,Medium
1266,0.1994,Low,OvertimeRisk,2.0335,0,Increases Attrition Risk,FrequentTraveler,0.8665,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6841,5.0,Increases Attrition Risk,Research & Development,Research Scientist,Male,33,Non-Travel,Technical Degree,Divorced,3055,9,No,2,4,2,3.0,1.333333333,0.49,0.75,0.267,Retention,Understand employee expectations and strengthen long-term retention strategies.,20.0,19.94,939,585,207,31–40,Medium,Experienced,27,Annual,No Action Required,31.1,No,No,16.2,Critical,45.48,Medium
1267,0.5062,Medium,OvertimeRisk,2.0757,0,Increases Attrition Risk,FrequentTraveler,1.0075,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6602,1.0,Increases Attrition Risk,Research & Development,Laboratory Technician,Male,41,Travel_Rarely,Life Sciences,Divorced,2289,5,No,1,3,3,1.666666667,1.333333333,0.548,0.83,0.267,Retention,Understand employee expectations and strengthen long-term retention strategies.,51.0,50.62,351,168,58,41–50,Low,Early,19,Quarterly,No Action Required,75.2,No,No,15.9,Critical,64.01,High
1268,0.3186,Low,OvertimeRisk,1.9365,1,Increases Attrition Risk,FrequentTraveler,0.6284,0.0,Increases Attrition Risk,NumCompaniesWorked,0.5535,1.0,Increases Attrition Risk,Sales,Sales Executive,Male,34,Non-Travel,Life Sciences,Divorced,4001,15,Yes,3,4,3,3.0,1.666666667,0.488,0.94,0.333,Retention,Understand employee expectations and strengthen long-term retention strategies.,32.0,31.86,679,272,202,31–40,Medium,Veteran,26,Annual,No Action Required,50.8,No,No,16.3,Critical,52.6,Medium
1269,0.1279,Low,OvertimeRisk,1.9383,1,Increases Attrition Risk,FrequentTraveler,0.7761,0.0,Increases Attrition Risk,NumCompaniesWorked,0.5886,4.0,Increases Attrition Risk,Research & Development,Manufacturing Director,Female,53,Non-Travel,Medical,Married,12965,3,Yes,3,1,2,2.0,0.333333333,0.798,0.11,0.4,Retention,Understand employee expectations and strengthen long-term retention strategies.,13.0,12.79,1122,730,105,51–60,Very High,Early,7,Annual,No Action Required,16.7,No,No,15.7,Critical,41.39,Medium
1270,0.3623,Medium,OvertimeRisk,2.1565,0,Increases Attrition Risk,StockOptionLevel,1.2465,0.0,Increases Attrition Risk,JobSatisfaction,-0.564,4.0,Reduces Attrition Risk,Human Resources,Human Resources,Male,43,Travel_Rarely,Life Sciences,Single,3539,9,No,4,2,3,2.333333333,1.0,0.359,0.82,0.067,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",36.0,36.23,598,24,24,41–50,Medium,Experienced,17,Annual,No Action Required,56.9,No,No,16.0,Critical,55.34,Medium
1271,0.3428,Medium,OvertimeRisk,2.1778,0,Increases Attrition Risk,StockOptionLevel,1.1611,0.0,Increases Attrition Risk,EngagementScore,-0.5092,2.0,Reduces Attrition Risk,Sales,Sales Executive,Female,34,Travel_Rarely,Life Sciences,Single,6029,2,No,4,4,3,2.0,1.666666667,0.396,0.29,0.067,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",34.0,34.28,633,256,187,31–40,High,New,26,Annual,No Action Required,54.3,No,No,16.0,Critical,54.17,Medium
1272,0.7413,High,OvertimeRisk,1.9418,0,Increases Attrition Risk,StockOptionLevel,1.1804,0.0,Increases Attrition Risk,NumCompaniesWorked,0.7524,1.0,Increases Attrition Risk,Sales,Sales Representative,Male,21,Travel_Rarely,Marketing,Single,2679,1,No,2,2,3,1.666666667,1.0,0.359,0.5,0.2,Retention,Understand employee expectations and strengthen long-term retention strategies.,79.0,74.13,83,52,8,18–30,Low,New,39,This Month,Manager Review,94.4,No,Yes,15.8,Critical,78.16,High
1273,0.1286,Low,OvertimeRisk,1.9428,0,Increases Attrition Risk,FrequentTraveler,0.6165,0.0,Increases Attrition Risk,NumCompaniesWorked,0.5842,1.0,Increases Attrition Risk,Research & Development,Laboratory Technician,Female,38,Travel_Rarely,Other,Married,3702,5,No,3,4,3,2.333333333,1.666666667,0.333,0.83,0.133,Retention,Understand employee expectations and strengthen long-term retention strategies.,13.0,12.86,1120,728,222,31–40,Medium,Early,22,Annual,No Action Required,16.9,No,No,16.1,Critical,41.28,Medium
1274,0.5605,Medium,OvertimeRisk,1.7227,1,Increases Attrition Risk,StockOptionLevel,1.2022,0.0,Increases Attrition Risk,NumCompaniesWorked,0.655,1.0,Increases Attrition Risk,Research & Development,Laboratory Technician,Female,22,Travel_Rarely,Medical,Married,2398,1,Yes,1,3,3,2.0,1.333333333,0.476,0.5,0.467,Retention,Understand employee expectations and strengthen long-term retention strategies.,56.0,56.05,267,117,44,18–30,Low,New,38,Quarterly,No Action Required,81.1,No,No,15.9,Critical,67.27,High
1275,0.1028,Low,OvertimeRisk,1.7312,0,Increases Attrition Risk,FrequentTraveler,0.866,0.0,Increases Attrition Risk,MaritalStatus_Single,-0.5625,0.0,Reduces Attrition Risk,Sales,Sales Executive,Female,31,Travel_Rarely,Marketing,Married,5468,12,No,4,1,3,1.333333333,0.666666667,0.377,0.86,0.467,Maintain Engagement,"Employee currently demonstrates low attrition risk. Continue regular engagement, recognition, and career development initiatives.",10.0,10.28,1185,404,297,31–40,High,Veteran,29,Annual,No Action Required,11.9,No,No,15.6,Critical,39.93,Low
1276,0.3268,Low,OvertimeRisk,1.7922,0,Increases Attrition Risk,StockOptionLevel,1.1435,0.0,Increases Attrition Risk,NumCompaniesWorked,0.7829,2.0,Increases Attrition Risk,Research & Development,Manager,Female,51,Travel_Rarely,Technical Degree,Married,13116,2,No,3,1,3,2.333333333,0.666666667,0.456,0.12,0.133,Retention,Understand employee expectations and strengthen long-term retention strategies.,33.0,32.68,666,388,36,51–60,Very High,New,9,Annual,No Action Required,52.0,No,No,15.8,Critical,53.29,Medium
1277,0.5915,Medium,OvertimeRisk,1.891,0,Increases Attrition Risk,FrequentTraveler,0.8871,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6107,1.0,Increases Attrition Risk,Sales,Sales Executive,Male,37,Travel_Rarely,Marketing,Married,4189,5,No,2,2,3,1.0,1.0,0.488,0.83,0.2,Retention,Understand employee expectations and strengthen long-term retention strategies.,59.0,59.15,220,119,91,31–40,Medium,Early,23,Quarterly,No Action Required,84.8,No,No,15.7,Critical,69.21,High
1278,0.1857,Low,OvertimeRisk,1.8789,1,Increases Attrition Risk,FrequentTraveler,0.8284,0.0,Increases Attrition Risk,NumCompaniesWorked,0.6972,7.0,Increases Attrition Risk,Research & Development,Research Director,Male,46,Travel_Rarely,Medical,Divorced,19328,2,Yes,4,3,3,3.0,1.333333333,0.765,0.08,0.267,Retention,Understand employee expectations and strengthen long-term retention strategies.,19.0,18.57,965,605,49,41–50,Very High,New,14,Annual,No Action Required,29.0,No,No,16.1,Critical,44.7,Medium
1279,0.1869,Low,OvertimeRisk,1.8144,1,Increases Attrition Risk,NumCompaniesWorked,0.7853,7.0,Increases Attrition Risk,FrequentTraveler,0.6574,0.0,Increases Attrition Risk,Research & Development,Healthcare Representative,Male,36,Travel_Rarely,Life Sciences,Married,8321,12,Yes,1,4,3,2.666666667,1.666666667,0.437,0.75,0.667,Retention,Understand employee expectations and strengthen long-term retention strategies.,19.0,18.69,961,601,77,31–40,High,Veteran,24,Annual,No Action Required,29.3,No,No,16.1,Critical,44.77,Medium
1280,0.4914,Medium,OvertimeRisk,2.0013,1,Increases Attrition Risk,FrequentTraveler,1.0304,1.0,Increases Attrition Risk,NumCompaniesWorked,0.6771,1.0,Increases Attrition Risk,Research & Development,Research Scientist,Male,44,Travel_Frequently,Medical,Divorced,2342,5,Yes,2,3,2,2.333333333,1.0,0.313,0.71,0.467,Retention,Understand employee expectations and strengthen long-term retention strategies.,49.0,49.14,377,187,87,41–50,Low,Early,16,Annual,No Action Required,73.3,No,No,15.9,Critical,63.12,High
1281,0.355,Medium,OvertimeRisk,1.6749,0,Increases Attrition Risk,StockOptionLevel,1.2583,0.0,Increases Attrition Risk,NumCompaniesWorked,0.7727,2.0,Increases Attrition Risk,Human Resources,Human Resources,Male,37,Travel_Rarely,Other,Divorced,4071,10,No,2,3,2,2.333333333,1.0,0.375,0.5,0.267,Retention,Understand employee expectations and strengthen long-term retention strategies.,36.0,35.5,611,25,25,31–40,Medium,Experienced,23,Annual,No Action Required,56.0,No,No,15.9,Critical,54.94,Medium
1282,0.6884,High,OvertimeRisk,2.3101,1,Increases Attrition Risk,StockOptionLevel,1.1624,0.0,Increases Attrition Risk,NumCompaniesWorked,0.5782,1.0,Increases Attrition Risk,Sales,Sales Executive,Male,35,Travel_Rarely,Life Sciences,Single,5813,10,Yes,4,3,3,3.333333333,1.333333333,0.428,0.91,0.667,Retention,Understand employee expectations and strengthen long-term retention strategies.,74.0,68.84,124,75,62,31–40,High,Experienced,25,Quarterly,Manager Review,91.5,No,Yes,16.3,Critical,74.78,High
1283,0.0878,Low,OvertimeRisk,1.8357,0,Increases Attrition Risk,NumCompaniesWorked,0.6739,6.0,Increases Attrition Risk,MaritalStatus_Single,-0.6405,0.0,Reduces Attrition Risk,Research & Development,Research Scientist,Male,33,Travel_Rarely,Life Sciences,Married,3143,10,No,1,4,3,2.333333333,1.666666667,0.368,0.67,0.467,Retention,Understand employee expectations and strengthen long-term retention strategies.,9.0,8.78,1225,808,266,31–40,Medium,Experienced,27,Annual,No Action Required,8.8,No,No,16.1,Critical,38.83,Low
1284,0.213,Low,OvertimeRisk,2.0516,0,Increases Attrition Risk,NumCompaniesWorked,0.9117,1.0,Increases Attrition Risk,FrequentTraveler,0.7287,0.0,Increases Attrition Risk,Research & Development,Research Scientist,Male,28,Travel_Rarely,Life Sciences,Married,2044,5,No,4,3,4,3.0,1.666666667,0.333,0.83,0.0,Retention,Understand employee expectations and strengthen long-term retention strategies.,21.0,21.3,897,556,201,18–30,Low,Early,32,Annual,No Action Required,34.5,No,No,16.3,Critical,46.26,Medium
